"name"	"ID"	"cand16_harsh_vs_cand16_pbs_p.val"	"cand16_harsh_vs_parental_harsh_p.val"	"cand16_harsh_vs_parental_pbs_p.val"	"cand16_pbs_vs_parental_harsh_p.val"	"cand16_pbs_vs_parental_pbs_p.val"	"parental_harsh_vs_parental_pbs_p.val"	"cand16_harsh_vs_cand16_pbs_p.adj"	"cand16_harsh_vs_parental_harsh_p.adj"	"cand16_harsh_vs_parental_pbs_p.adj"	"cand16_pbs_vs_parental_harsh_p.adj"	"cand16_pbs_vs_parental_pbs_p.adj"	"parental_harsh_vs_parental_pbs_p.adj"	"cand16_harsh_vs_cand16_pbs_significant"	"cand16_harsh_vs_parental_harsh_significant"	"cand16_harsh_vs_parental_pbs_significant"	"cand16_pbs_vs_parental_harsh_significant"	"cand16_pbs_vs_parental_pbs_significant"	"parental_harsh_vs_parental_pbs_significant"	"significant"	"cand16_harsh_vs_cand16_pbs_ratio"	"cand16_harsh_vs_parental_harsh_ratio"	"cand16_harsh_vs_parental_pbs_ratio"	"cand16_pbs_vs_parental_harsh_ratio"	"cand16_pbs_vs_parental_pbs_ratio"	"parental_harsh_vs_parental_pbs_ratio"	"cand16_harsh_centered"	"cand16_pbs_centered"	"parental_harsh_centered"	"parental_pbs_centered"
"66"	"RPS14"	"P62263"	0.10299533541701	0.199546560507798	0.883948036449324	0.00786682688875932	0.132968714002229	0.156992880637405	0.858	0.6	0.88	1	0.045	1	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	-0.682	0.527	-0.0582	1.21	0.624	-0.585	-0.0534	0.629	-0.58	0.0048
"67"	"RPS19"	"P39019"	3.80812273271416e-08	0.912242743057891	2.01393293470539e-07	3.32647882797115e-08	0.211332448676045	1.73426328174486e-07	4.29e-06	0.871	0.000166	1	0.094	1	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	-7.03	0.0747	-6.16	7.11	0.871	-6.24	-3.28	3.75	-3.35	2.88
"68"	"RPS25"	"P62851"	2.18227360611055e-05	0.412696564205852	0.000101594306684883	5.356142319256e-06	0.402372402941543	2.25593182577049e-05	0.0334	0.758	0.114	1	0.253	1	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	-5.86	0.8	-5.04	6.66	0.818	-5.84	-2.52	3.33	-3.32	2.51
"69"	"RPS27L"	"Q71UM5"	0.572747425744577	0.725703034866706	0.14417533109464	0.829420160029608	0.0517274182976207	0.0773804156365075	0.925	0.844	0.778	1	0.00618	1	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	-0.795	-0.493	2.13	0.302	2.92	2.62	0.21	1	0.702	-1.92
"70"	"RPS28"	"P62857"	1.70134341018764e-10	0.999999999999992	6.83457402330147e-10	1.70134341018763e-10	0.142075081711349	6.83457402330142e-10	2.45e-13	0.88	2.48e-10	1	0.0498	1	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	-5.93	3.55e-15	-5.35	5.93	0.58	-5.35	-2.82	3.11	-2.82	2.53
"71"	"RPS6"	"P62753"	0.82867097197497	0.128977703018653	0.0513034675437539	0.185554603903068	0.0337979542306003	0.00212994286393832	0.936	0.485	0.7	1	0.00193	1	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	-0.154	-1.13	1.49	-0.973	1.64	2.61	0.0516	0.206	1.18	-1.44
"72"	"RPS9"	"P46781"	0.216185772386882	0.225695020219284	0.540344256203312	0.978200337463137	0.0748467977043732	0.0786971630453659	0.891	0.631	0.855	1	0.015	1	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	-1.32	-1.29	0.64	0.0284	1.96	1.93	-0.493	0.827	0.799	-1.13
"73"	"RUVBL1"	"Q9Y265"	0.999999999999996	0.00120001935677692	0.999999999999996	0.00120001935677691	1	0.00120001935677691	0.941	0.00265	0.886	1	0.66	1	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	3.55e-15	-2.58	3.55e-15	-2.58	0	2.58	-0.644	-0.644	1.93	-0.644
"74"	"RUVBL2"	"Q9Y230"	0.945152525627434	0.00205126158642777	0.404860794255842	0.0017835369600362	0.443378385622797	0.00037894044222028	0.939	0.0059	0.84	1	0.294	1	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	0.0525	-2.82	0.644	-2.87	0.591	3.46	-0.53	-0.583	2.29	-1.17
"75"	"SEC13"	"P55735"	0.197869235045777	0.323911829774118	0.719927147510476	0.747133606245504	0.107704010487091	0.186557337466621	0.888	0.711	0.869	1	0.031	1	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	-1.29	-0.976	0.349	0.314	1.64	1.33	-0.479	0.811	0.497	-0.829
"76"	"SEC23B"	"Q15437"	0.205542918431657	0.844848449772377	0.00721592644288402	0.148924664364174	0.092377684042845	0.00483607541276587	0.889	0.862	0.497	1	0.0233	1	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	1.55	-0.233	3.66	-1.78	2.11	3.89	1.24	-0.306	1.48	-2.42
"77"	"SEC61A1"	"P61619"	0.185483785364674	0.00256405645795171	0.184335915289345	0.00017006093984218	0.996962077683946	0.000168829027683242	0.885	0.00776	0.794	1	0.659	1	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	1.06	-2.78	1.06	-3.84	0.00296	3.85	-0.164	-1.23	2.62	-1.23
"78"	"SERPINH1"	"P50454"	0.00538852403831491	0.00103921913734545	0.00538852403831491	3.05823384935881e-06	1	3.05823384935881e-06	0.61	0.00228	0.463	1	0.66	1	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	2.48	-3.1	2.48	-5.58	0	5.58	0.464	-2.01	3.56	-2.01
"79"	"SIRT5"	"Q9NXA8-2"	0.0567744406616982	0.305106969197554	0.00237116969683141	0.00713010958361504	0.128787499389748	0.000293621202618034	0.825	0.699	0.382	1	0.0428	1	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	1.68	-0.861	2.98	-2.54	1.3	3.84	0.95	-0.728	1.81	-2.03
"80"	"SLC25A11"	"Q02978"	0.344630506321514	0.00015451408535838	0.235836837348204	2.64724781429594e-05	0.798487389678382	1.69227049012384e-05	0.908	5.73e-05	0.809	1	0.569	1	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	0.808	-4.2	1.02	-5.01	0.215	5.23	-0.593	-1.4	3.61	-1.62
"81"	"SLC25A4"	"P12235"	0.0688950266912618	0.688457030270598	0.000307877274404645	0.0319646724523705	0.015206962353035	0.000142071472836466	0.836	0.837	0.197	1	0.000203	1	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	1.25	-0.259	2.99	-1.51	1.75	3.25	0.995	-0.251	1.25	-2
"82"	"SLC25A5"	"P05141"	0.0995236575559594	0.897755938451806	0.00170564997265279	0.0788813870679535	0.0551644933461755	0.00131470657873095	0.856	0.869	0.354	1	0.00724	1	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	0.695	-0.0516	1.52	-0.747	0.824	1.57	0.541	-0.154	0.592	-0.978
"83"	"SNRPA1"	"P09661"	0.143249937780573	0.549742142479166	0.00338931276012653	0.36470342530083	0.0701161615066332	0.0115779251228835	0.874	0.806	0.415	1	0.013	1	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	-0.619	-0.245	-1.4	0.374	-0.783	-1.16	-0.567	0.0528	-0.322	0.835
"84"	"SYNCRIP"	"O60506-4"	9.56565491164189e-05	0.999999999999996	0.0344086896287029	9.56565491164182e-05	0.00920488743830915	0.0344086896287026	0.101	0.88	0.664	1	3.81e-05	1	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	-3.92	3.55e-15	-1.72	3.92	2.21	-1.72	-1.41	2.51	-1.41	0.306
"85"	"TCP1"	"P17987"	0.427316003936129	0.161688946524132	0.000820119394862123	0.0374977903735975	0.0041814800468421	5.08803038271517e-05	0.916	0.546	0.289	1	2.74e-06	1	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	0.681	-1.23	3.51	-1.91	2.83	4.74	0.741	0.0608	1.97	-2.77
"86"	"TRIM27"	"P14373"	0.00748441315607308	0.00104786334864266	0.00412316938223894	0.342113801203577	0.770842323586439	0.503819341172464	0.649	0.00231	0.436	1	0.554	1	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	1.42	1.87	1.56	0.45	0.136	-0.314	1.21	-0.21	-0.659	-0.345
"87"	"TRIM32"	"Q13049"	0.339294117432276	0.974095958382398	0.000838809386451096	0.323923777888646	0.00603991078335085	0.00078603654946409	0.908	0.878	0.291	1	8.63e-06	1	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	0.937	-0.0313	3.99	-0.968	3.05	4.02	1.22	0.286	1.25	-2.76
"88"	"TUBB2A"	"Q13885"	0.718830655766952	0.00660600784772023	0.926842269303954	0.0137591775263651	0.651960345568273	0.00547566749221991	0.931	0.0277	0.882	1	0.476	1	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	-0.427	-3.69	0.109	-3.26	0.536	3.8	-1	-0.575	2.69	-1.11
"89"	"TUBB3"	"Q13509"	0.0774557614755025	0.650156047237397	0.000458218018425881	0.0326205963524187	0.0201125297047137	0.000189028014062231	0.843	0.83	0.234	1	0.000464	1	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	1.74	-0.423	4.13	-2.16	2.39	4.55	1.36	-0.378	1.78	-2.77
"90"	"TUFM"	"P49411"	0.996888265900426	0.0852789965724375	0.0657106435887659	0.084676856590505	0.0652349161042258	0.887374698183561	0.941	0.373	0.72	1	0.011	1	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	-0.004	1.86	2.01	1.87	2.01	0.145	0.967	0.971	-0.896	-1.04
"91"	"TXNIP"	"Q9H3M7-2"	0.999999999999996	0.00106851237614628	0.999999999999996	0.00106851237614627	1	0.00106851237614627	0.941	0.00236	0.886	1	0.66	1	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	3.55e-15	-2.73	3.55e-15	-2.73	0	2.73	-0.682	-0.682	2.05	-0.682
"92"	"VIM"	"P08670"	0.00151178394384266	0.00178988988049129	0.00637020954933319	0.933661786295227	0.484574726752064	0.536813894192579	0.435	0.00491	0.482	1	0.334	1	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	-2.22	-2.17	-1.81	0.048	0.407	0.359	-1.55	0.667	0.619	0.261
"93"	"ACTG1"	"P63261"	0.384952169336524	0.76282065027287	0.629001963738293	0.565277277657644	0.693243900805691	0.854968488821282	0.912	0.85	0.863	1	0.505	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.348	0.119	0.192	-0.228	-0.156	0.0722	0.165	-0.183	0.0453	-0.0269
"94"	"ADO"	"Q96SZ5"	0.604937146479082	0.268260358118852	0.97944471727238	0.543160675851817	0.622790318713857	0.278843361861963	0.926	0.671	0.885	1	0.454	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.621	1.35	0.0308	0.731	-0.59	-1.32	0.501	-0.12	-0.851	0.47
"95"	"AIFM1"	"O95831-3"	0.0759587351492948	0.272514988662925	0.0323157799871856	0.00839549027443778	0.654313056007888	0.00335162817812979	0.842	0.674	0.658	1	0.478	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	2.02	-1.2	2.5	-3.22	0.482	3.7	0.828	-1.19	2.03	-1.67
"96"	"ANXA2"	"P07355"	0.706418210092523	0.378663377232702	0.198849156981261	0.216568083054775	0.351564868812787	0.0402296302985582	0.931	0.742	0.799	1	0.206	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	-0.618	1.46	-2.17	2.08	-1.55	-3.63	-0.331	0.287	-1.79	1.84
"97"	"ARCN1"	"P48444"	0.0954034347141952	0.261452812869102	0.0954034347141952	0.0102497397000107	1	0.0102497397000107	0.854	0.665	0.749	1	0.66	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1.73	-1.13	1.73	-2.86	0	2.86	0.581	-1.15	1.71	-1.15
"98"	"ARF4"	"P18085"	0.837603963479437	0.719782677722208	0.67174314613592	0.877294001230654	0.826008957165925	0.947742119813769	0.936	0.843	0.866	1	0.584	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.298	0.523	0.618	0.225	0.32	0.0953	0.36	0.0616	-0.163	-0.258
"99"	"BAG2"	"O95816"	0.123356194861453	0.791076099823839	0.134741009504714	0.0767617607425199	0.959231936501898	0.0842772424071883	0.867	0.855	0.773	1	0.644	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1.53	-0.252	1.48	-1.78	-0.0485	1.73	0.688	-0.838	0.94	-0.79
"100"	"BUB3"	"O43684-2"	0.24699776023225	0.900142636524387	0.383533738889072	0.202805958820123	0.762504861730597	0.321593803042053	0.896	0.869	0.837	1	0.549	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1.55	-0.164	1.15	-1.71	-0.396	1.32	0.635	-0.915	0.799	-0.52
"101"	"C11orf98"	"PL02612"	0.00521961154836331	0.999999999999996	0.0513699149570887	0.00521961154836326	0.26299098452825	0.0513699149570881	0.606	0.88	0.7	1	0.136	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	-2.04	3.55e-15	-1.32	2.04	0.724	-1.32	-0.841	1.2	-0.841	0.479
"102"	"CAD"	"P27708"	0.0300483717519724	0.330870763162128	0.00235587702674126	0.00407192062989989	0.221168834491423	0.000325529830647523	0.781	0.716	0.381	1	0.102	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	2.37	-0.992	3.63	-3.37	1.26	4.63	1.25	-1.12	2.25	-2.38
"103"	"CALML5"	"Q9NZT1"	0.0947142859265373	0.737773420911608	0.107224636594271	0.0508986512863938	0.944518516128559	0.0580614438110819	0.854	0.846	0.757	1	0.639	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	-3.04	0.579	-2.92	3.61	0.12	-3.49	-1.34	1.69	-1.92	1.57
"104"	"CAPZA1"	"P52907"	0.777606516875994	0.307270192217416	0.64896598769944	0.199064047168828	0.463790089265398	0.561934326998004	0.934	0.7	0.864	1	0.314	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.393	-1.45	-0.635	-1.84	-1.03	0.811	-0.422	-0.815	1.02	0.213
"105"	"CAPZA2"	"P47755"	0.554046457721735	0.222893177750184	0.73696376936912	0.514600739564354	0.358654379388741	0.127765182048858	0.924	0.628	0.871	1	0.211	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	-0.582	-1.22	0.329	-0.641	0.91	1.55	-0.369	0.213	0.854	-0.698
"106"	"CBFB"	"Q13951"	0.584532119874227	0.295954166137479	0.524053537309791	0.121913233824273	0.244956189117836	0.672399547444967	0.925	0.692	0.853	1	0.122	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	-0.741	1.44	0.865	2.18	1.61	-0.571	0.39	1.13	-1.05	-0.475
"107"	"CCT3"	"P49368"	0.500735976261573	0.395486828919757	0.391631118899688	0.138990763206091	0.850007276889916	0.0998582053008219	0.921	0.75	0.838	1	0.596	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.843	-1.07	1.08	-1.91	0.235	2.15	0.213	-0.63	1.28	-0.865
"108"	"CCT4"	"P50991-2"	0.642423554883427	0.936419954708527	0.968372767875506	0.700009203919045	0.670776000404787	0.967991167620991	0.928	0.874	0.884	1	0.489	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	-0.666	-0.114	-0.0567	0.552	0.61	0.0574	-0.209	0.457	-0.0952	-0.153
"109"	"CCT5"	"P48643-2"	0.0650477748086136	0.810175528680968	0.0161933222213885	0.100874717691296	0.479502599775523	0.0261613488168748	0.833	0.857	0.589	1	0.329	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1.59	0.194	2.16	-1.39	0.576	1.97	0.986	-0.6	0.792	-1.18
"110"	"CCT8"	"P50990-2"	0.428691221794759	0.623416863241606	0.15580715619027	0.759027332663299	0.505097046063299	0.335618631657842	0.916	0.824	0.783	1	0.353	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1.02	0.627	1.87	-0.391	0.854	1.24	0.879	-0.139	0.252	-0.993
"111"	"CD2BP2"	"O95400"	0.810190266239728	0.119267666105859	0.251020190974094	0.0775351179738441	0.171111224661515	0.65194038070648	0.935	0.464	0.813	1	0.0649	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	-0.206	1.4	1.01	1.6	1.22	-0.389	0.55	0.756	-0.848	-0.459
"112"	"CDK1"	"P06493"	0.736130376362766	0.774917850391504	0.467045715907288	0.959086646744867	0.293378972614475	0.316216372452754	0.932	0.852	0.847	1	0.161	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	-0.477	-0.405	1.04	0.0725	1.51	1.44	0.0389	0.516	0.444	-0.999
"113"	"CFAP20"	"Q9Y6A4"	0.26081006012106	0.0446171324466734	0.135641465978818	0.319999470333443	0.687485184513993	0.545209592430294	0.898	0.217	0.774	1	0.501	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1.2	2.25	1.62	1.05	0.42	-0.633	1.27	0.069	-0.984	-0.351
"114"	"CFL1"	"P23528"	0.434854452593891	0.0783225763478815	0.887192049689182	0.292619908222562	0.358930102027457	0.0601969035976729	0.916	0.351	0.88	1	0.211	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.946	2.23	-0.17	1.29	-1.12	-2.4	0.752	-0.194	-1.48	0.922
"115"	"COL1A1"	"P02452"	0.201021444870398	0.166385406738088	0.14937741954746	0.907845556612531	0.857119149112037	0.948684869209548	0.888	0.554	0.78	1	0.6	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	-1.63	-1.78	-1.86	-0.144	-0.223	-0.0798	-1.32	0.317	0.46	0.54
"116"	"COPB1"	"P53618"	0.0242735558577509	0.826274294619531	0.024273555857751	0.0156469914128855	0.999999999999997	0.0156469914128856	0.764	0.86	0.631	1	0.66	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	2.75	-0.244	2.75	-2.99	-3.55e-15	2.99	1.31	-1.43	1.56	-1.43
"117"	"COPB2"	"P35606-2"	0.0247164233467297	0.118239718333764	0.169656682891007	0.411012772381354	0.305529250585894	0.832171737062756	0.766	0.462	0.789	1	0.17	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	-3.95	-2.62	-2.28	1.33	1.67	0.34	-2.21	1.74	0.406	0.0661
"118"	"CPSF1"	"Q10570"	0.417698632740943	0.190827442819497	0.363792247023542	0.0440576637821768	0.919001430786405	0.0361954848288646	0.915	0.589	0.834	1	0.628	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1.07	-1.75	1.2	-2.82	0.132	2.95	0.127	-0.938	1.88	-1.07
"119"	"CUL1"	"Q13616"	0.0848706451537517	0.268281576070033	0.0308777937940541	0.00930123696358749	0.595664221493569	0.00312903536622715	0.848	0.671	0.654	1	0.432	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	2.35	-1.46	3.04	-3.81	0.689	4.5	0.981	-1.37	2.44	-2.06
"120"	"DDB1"	"Q16531"	0.106624344178289	0.712910482109031	0.0110846133454449	0.19907232906564	0.252127791666761	0.0232671746416399	0.86	0.842	0.547	1	0.127	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1.79	0.389	3.02	-1.4	1.24	2.63	1.3	-0.486	0.91	-1.72
"121"	"DDX3X"	"O00571-2"	0.986706950239917	0.236025522479432	0.851227857028634	0.229978475762596	0.864286957912516	0.174774230672234	0.941	0.641	0.878	1	0.603	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	-0.019	1.39	-0.214	1.41	-0.195	-1.6	0.289	0.308	-1.1	0.503
"122"	"DDX41"	"Q9UJV9"	0.149206138276653	0.711216507736095	0.0693389197588308	0.0774838296541073	0.667241355675376	0.0341895552970177	0.876	0.842	0.724	1	0.487	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	2.17	-0.537	2.79	-2.71	0.624	3.33	1.11	-1.06	1.64	-1.69
"123"	"DDX5"	"P17844-2"	0.0561651406564619	0.980860685949336	0.577927690353411	0.0587614314122164	0.153161708755875	0.594168860951359	0.824	0.878	0.858	1	0.0556	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	-3.09	-0.0363	-0.846	3.05	2.24	-0.81	-0.992	2.1	-0.956	-0.146
"124"	"DHX35"	"Q9H5Z1-2"	0.308337149095386	0.112566909005419	0.308337149095388	0.015488166840573	0.999999999999997	0.0154881668405731	0.904	0.448	0.825	1	0.66	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.972	-1.56	0.972	-2.53	-3.55e-15	2.53	0.0971	-0.875	1.65	-0.875
"125"	"DNAJA1"	"P31689"	0.233281396241041	0.0794350982414121	0.0452414311698119	0.529991771195369	0.358340836626881	0.764440085620956	0.894	0.354	0.689	1	0.211	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.587	0.891	1.03	0.304	0.448	0.144	0.628	0.0411	-0.263	-0.407
"126"	"DNAJA3"	"Q96EY1"	0.0668961838113166	0.59727119863566	0.00274848831878781	0.170646883598907	0.12544526253378	0.00813346632452992	0.835	0.818	0.393	1	0.0409	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.676	0.184	1.23	-0.492	0.555	1.05	0.523	-0.153	0.339	-0.708
"127"	"DNAJB11"	"Q9UBS4"	0.0347421633419157	0.857926626480334	0.00519290358723371	0.0490741232283492	0.352491421274064	0.0074874495819425	0.792	0.864	0.459	1	0.206	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	2.16	0.169	3.05	-1.99	0.89	2.88	1.34	-0.815	1.18	-1.71
"128"	"DNAJB6"	"O75190"	0.157228051195677	0.0894281567204059	0.0347186993448408	0.746770666799107	0.414567545291764	0.617089359874873	0.878	0.386	0.665	1	0.265	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.579	0.707	0.905	0.128	0.326	0.198	0.548	-0.0314	-0.159	-0.357
"129"	"DPM1"	"O60762"	0.076121089724178	0.803845837969039	0.00400695514259426	0.0477542888617801	0.152595707256905	0.00241149108210826	0.842	0.857	0.433	1	0.0553	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	2	-0.265	3.59	-2.27	1.58	3.85	1.33	-0.672	1.6	-2.26
"130"	"DPYSL2"	"Q16555"	0.0153478514277536	0.958799512824065	0.0118891465636825	0.0138290844741527	0.899465746164745	0.0107062507073267	0.724	0.876	0.555	1	0.62	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	3.67	-0.0701	3.84	-3.74	0.171	3.91	1.86	-1.81	1.93	-1.98
"131"	"DSG1"	"Q02413"	0.179967299694692	0.999999999999998	0.0289428185274844	0.179967299694691	0.325680672880782	0.0289428185274842	0.884	0.88	0.648	1	0.186	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	-2.64	3.55e-15	-4.55	2.64	-1.91	-4.55	-1.8	0.845	-1.8	2.75
"132"	"DSP"	"P15924"	0.0237599592473808	0.909391756083718	0.041102843598185	0.0297491791580577	0.779912333979421	0.0511160608726602	0.763	0.87	0.68	1	0.559	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	-5.57	-0.255	-4.94	5.32	0.627	-4.69	-2.69	2.88	-2.44	2.25
"133"	"EMC1"	"Q8N766-4"	0.999999999999996	0.0111882517869754	0.999999999999996	0.0111882517869753	1	0.0111882517869753	0.941	0.0512	0.886	1	0.66	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	3.55e-15	-2.19	3.55e-15	-2.19	0	2.19	-0.548	-0.548	1.64	-0.548
"134"	"ENO1"	"P06733"	0.856923442982622	0.3803129388123	0.363956293161497	0.482111058327982	0.463004956524455	0.974575883663884	0.937	0.743	0.834	1	0.313	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	-0.375	-1.85	-1.91	-1.47	-1.54	-0.0662	-1.03	-0.659	0.814	0.88
"135"	"ENY2"	"Q9NPA8-2"	0.172588752459728	0.670664214746417	0.0456334693407209	0.333201817844365	0.463431416031725	0.10064352799051	0.882	0.834	0.69	1	0.314	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1.47	0.444	2.24	-1.02	0.771	1.8	1.04	-0.431	0.594	-1.2
"136"	"EPM2A"	"O95278"	0.0296761064503102	0.150429034490314	0.0372178657318051	0.385514590999214	0.907723760779691	0.449714539487583	0.78	0.527	0.671	1	0.623	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1.45	0.915	1.38	-0.539	-0.0711	0.468	0.938	-0.516	0.023	-0.445
"137"	"ERH"	"P84090"	0.477958371655787	0.69029154010658	0.30890725374765	0.274901204685356	0.748895298076758	0.16544467818662	0.919	0.838	0.825	1	0.541	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	-0.694	0.387	-1	1.08	-0.311	-1.39	-0.328	0.366	-0.715	0.677
"138"	"FABP5"	"Q01469"	0.0136992572291957	0.999999999999998	0.0722039224292145	0.0136992572291956	0.399848246279701	0.0722039224292142	0.713	0.88	0.728	1	0.25	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	-4.37	3.55e-15	-3.02	4.37	1.35	-3.02	-1.85	2.52	-1.85	1.17
"139"	"FAM91A1"	"Q658Y4"	0.22728280395591	0.0110902623360199	0.100879022079932	0.000890694813109589	0.630156360701168	0.000341743179408757	0.893	0.0508	0.753	1	0.46	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.791	-1.83	1.1	-2.62	0.308	2.93	0.0157	-0.775	1.84	-1.08
"140"	"FAU"	"PS01184"	0.123220024727478	0.300583191708211	0.20899240252716	0.581539853626373	0.751849868053429	0.812540906081711	0.867	0.696	0.802	1	0.543	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	-1.95	-1.28	-1.57	0.673	0.385	-0.288	-1.2	0.753	0.0801	0.368
"141"	"FBXO3"	"Q9UK99-3"	0.0187764751084634	0.794416315007668	0.00492356648210851	0.011094194845883	0.512996105307191	0.00288854569100962	0.743	0.855	0.454	1	0.361	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	2.81	-0.281	3.52	-3.09	0.71	3.8	1.51	-1.3	1.79	-2.01
"142"	"FBXO31"	"Q5XUX0"	0.312998382476341	0.838193251885132	0.152826103559371	0.230024856933136	0.649554715105182	0.107369848118557	0.905	0.861	0.782	1	0.474	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1.52	-0.302	2.19	-1.82	0.674	2.49	0.852	-0.666	1.15	-1.34
"143"	"FHL2"	"Q14192"	0.0765783493949837	0.312041342853934	0.0173344896279163	0.403641227077972	0.447343300791861	0.122383763897459	0.842	0.704	0.596	1	0.298	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	3.35	1.84	4.72	-1.51	1.37	2.88	2.48	-0.872	0.638	-2.24
