"name"	"ID"	"cand16_harsh_vs_cand16_pbs_p.val"	"cand16_harsh_vs_parental_harsh_p.val"	"cand16_harsh_vs_parental_pbs_p.val"	"cand16_pbs_vs_parental_harsh_p.val"	"cand16_pbs_vs_parental_pbs_p.val"	"parental_harsh_vs_parental_pbs_p.val"	"cand16_harsh_vs_cand16_pbs_p.adj"	"cand16_harsh_vs_parental_harsh_p.adj"	"cand16_harsh_vs_parental_pbs_p.adj"	"cand16_pbs_vs_parental_harsh_p.adj"	"cand16_pbs_vs_parental_pbs_p.adj"	"parental_harsh_vs_parental_pbs_p.adj"	"cand16_harsh_vs_cand16_pbs_significant"	"cand16_harsh_vs_parental_harsh_significant"	"cand16_harsh_vs_parental_pbs_significant"	"cand16_pbs_vs_parental_harsh_significant"	"cand16_pbs_vs_parental_pbs_significant"	"parental_harsh_vs_parental_pbs_significant"	"significant"	"cand16_harsh_vs_cand16_pbs_ratio"	"cand16_harsh_vs_parental_harsh_ratio"	"cand16_harsh_vs_parental_pbs_ratio"	"cand16_pbs_vs_parental_harsh_ratio"	"cand16_pbs_vs_parental_pbs_ratio"	"parental_harsh_vs_parental_pbs_ratio"	"cand16_harsh_centered"	"cand16_pbs_centered"	"parental_harsh_centered"	"parental_pbs_centered"
"144"	"G3BP1"	"Q13283"	0.0803611358912946	0.999999999999997	0.0275706074519134	0.080361135891294	0.576940553192784	0.0275706074519132	0.845	0.88	0.643	1	0.417	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	-1.51	3.55e-15	-1.97	1.51	-0.459	-1.97	-0.871	0.642	-0.871	1.1
"145"	"G3BP2"	"Q9UN86-2"	0.010707200977565	0.999999999999997	0.117146710521116	0.0107072009775649	0.226024894854438	0.117146710521115	0.688	0.88	0.764	1	0.106	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	-2.42	3.55e-15	-1.38	2.42	1.05	-1.38	-0.95	1.47	-0.95	0.427
"146"	"GAPDH"	"P04406"	0.672791348743681	0.577604966224022	0.955735174258012	0.333447951816476	0.63320067146021	0.615519455658942	0.93	0.813	0.883	1	0.462	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.876	-1.16	-0.115	-2.03	-0.991	1.04	-0.0992	-0.976	1.06	0.0156
"147"	"GFPT1"	"Q06210-2"	0.194699506737262	0.507571181741007	0.0866013167475165	0.506808468055605	0.638887058693706	0.26491254532126	0.887	0.793	0.742	1	0.466	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	2.03	1.01	2.74	-1.01	0.715	1.73	1.45	-0.582	0.433	-1.3
"148"	"GOLGA4"	"Q13439-3"	0.150921443586787	0.617902983528402	0.0959353479163466	0.330387714819666	0.794998659691341	0.223547243223501	0.876	0.823	0.749	1	0.568	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1.99	0.668	2.33	-1.32	0.347	1.67	1.25	-0.74	0.579	-1.09
"149"	"HAX1"	"O00165-5"	0.794870294693627	0.839246458925329	0.590152256206699	0.644409411479263	0.778917327567749	0.461010130423098	0.934	0.862	0.859	1	0.559	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.254	-0.198	0.528	-0.452	0.274	0.725	0.146	-0.108	0.344	-0.382
"150"	"HIST1H2BL"	"Q99880"	0.000402541035989299	0.261101227825809	0.00394841885197118	0.00408144766986796	0.267586949089072	0.039906586000082	0.247	0.665	0.431	1	0.14	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	-6.26	-1.6	-4.68	4.66	1.58	-3.09	-3.14	3.12	-1.54	1.55
"151"	"HMGN1"	"P05114"	0.0129814344330448	0.999999999999998	0.0692657416036283	0.0129814344330447	0.397604390381725	0.069265741603628	0.708	0.88	0.724	1	0.248	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	-3.5	3.55e-15	-2.42	3.5	1.08	-2.42	-1.48	2.02	-1.48	0.942
"152"	"HMGN2"	"P05204"	0.000162506731365803	0.999999999999998	0.000899499939101911	0.000162506731365802	0.388840629083248	0.000899499939101906	0.145	0.88	0.297	1	0.239	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	-6.02	3.55e-15	-4.96	6.02	1.06	-4.96	-2.74	3.27	-2.74	2.22
"153"	"HNRNPA2B1"	"P22626"	0.00152244612636576	0.0721334916920552	0.00174881782289593	0.069206636296261	0.945513271856623	0.0784965891732064	0.436	0.329	0.357	1	0.639	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	-6.98	-3.47	-6.85	3.51	0.124	-3.39	-4.33	2.65	-0.856	2.53
"154"	"HNRNPD"	"Q14103-4"	0.011794859437716	0.999999999999997	0.085089366794659	0.0117948594377158	0.318183279590099	0.0850893667946584	0.698	0.88	0.74	1	0.18	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	-2.47	3.55e-15	-1.59	2.47	0.887	-1.59	-1.01	1.46	-1.01	0.571
"155"	"HNRNPK"	"P61978-3"	0.712083986570926	0.0214147341548052	0.536836921220248	0.0101614857887775	0.329593859737753	0.0711027655802212	0.931	0.101	0.855	1	0.189	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	-0.183	1.26	0.308	1.44	0.491	-0.949	0.345	0.529	-0.911	0.0374
"156"	"HNRNPM"	"P52272-2"	0.452936194128401	0.174565889932968	0.169000712137133	0.0446867867466292	0.509167905538707	0.0119565035367552	0.917	0.566	0.788	1	0.357	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.463	-0.857	0.869	-1.32	0.406	1.73	0.119	-0.344	0.975	-0.75
"157"	"HSD17B4"	"P51659"	0.00195192115607207	0.465469555716936	0.00111673986864483	0.00878714287055667	0.782991163154153	0.00500354143354033	0.472	0.779	0.317	1	0.561	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	4.53	0.898	4.86	-3.63	0.336	3.97	2.57	-1.96	1.67	-2.29
"158"	"HSPB1"	"P04792"	0.852918042676552	0.128086225564861	0.988954508119927	0.175190927215024	0.842096219702562	0.125052563690388	0.936	0.484	0.885	1	0.592	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	-0.273	-2.34	0.0204	-2.06	0.294	2.36	-0.648	-0.374	1.69	-0.668
"159"	"HTRA2"	"O43464-2"	0.53794338772678	0.0438406069320528	0.53794338772678	0.0128405552342011	1	0.0128405552342011	0.923	0.213	0.855	1	0.66	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.288	-1.01	0.288	-1.3	0	1.3	-0.108	-0.396	0.901	-0.396
"160"	"IGF2BP1"	"Q9NZI8"	0.000994992555795994	0.0572550918274154	5.40602026198773e-05	0.0588380349932369	0.145397709318686	0.00284788266982791	0.374	0.273	0.0785	1	0.0516	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	-2.52	-1.26	-3.46	1.25	-0.94	-2.19	-1.81	0.707	-0.546	1.65
"161"	"IGHV3-72"	"A0A0B4J1Y9"	0.090351821922423	0.897006998665052	0.670852660874151	0.0713154520189913	0.188088143039771	0.580404851059184	0.851	0.869	0.866	1	0.0751	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	-1.82	0.132	-0.434	1.95	1.38	-0.566	-0.53	1.29	-0.662	-0.0958
"162"	"ISOC2"	"Q96AB3-3"	0.866466880314917	0.508581972183307	0.734068050657111	0.409748636671003	0.863358958802031	0.322637210960326	0.937	0.794	0.87	1	0.603	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.259	-1.03	0.525	-1.29	0.265	1.55	-0.0607	-0.32	0.966	-0.585
"163"	"JUP"	"P14923"	0.199617404477344	0.999999999999999	0.0335510826013637	0.199617404477344	0.331102678955242	0.0335510826013636	0.888	0.88	0.662	1	0.19	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	-2.98	3.55e-15	-5.21	2.98	-2.23	-5.21	-2.05	0.933	-2.05	3.16
"164"	"KHDRBS1"	"Q07666"	0.423826117800938	0.209702385370988	0.471117277227631	0.0503381447225013	0.934938452979408	0.0587451706637547	0.915	0.613	0.848	1	0.635	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.341	-0.544	0.306	-0.885	-0.0344	0.85	0.0259	-0.315	0.57	-0.281
"165"	"KRT18"	"P05783"	0.679577840669035	0.209219302233549	0.960507803940077	0.386470325011974	0.644046233330607	0.193234284796461	0.93	0.612	0.884	1	0.47	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.347	1.08	-0.0415	0.736	-0.389	-1.12	0.347	-6.17e-05	-0.736	0.389
"166"	"LANCL1"	"O43813"	0.055424803077177	0.823914287493638	0.156088060400105	0.0837867526823016	0.565703427402863	0.224177885313099	0.823	0.859	0.783	1	0.407	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	2.26	0.246	1.62	-2.01	-0.637	1.38	1.03	-1.23	0.786	-0.59
"167"	"LGALS3BP"	"Q08380"	0.702511705303137	0.554792276414238	0.336363723028932	0.336514331925178	0.554585200232856	0.13152869226131	0.931	0.807	0.83	1	0.398	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.621	-0.963	1.58	-1.58	0.964	2.55	0.31	-0.31	1.27	-1.27
"168"	"LMNA"	"P02545"	0.031422151451545	0.634655400060235	0.00941882655221775	0.0121189889094596	0.550233916884714	0.00355452847253437	0.785	0.826	0.528	1	0.394	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	3.07	-0.625	3.86	-3.69	0.787	4.48	1.58	-1.49	2.2	-2.28
"169"	"MAPKAP1"	"Q9BPZ7-5"	0.0996941563481032	0.0119329331777387	0.0996941563481044	0.000362042094886105	0.999999999999995	0.000362042094886109	0.856	0.0547	0.752	1	0.66	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.909	-1.49	0.909	-2.4	-3.55e-15	2.4	0.0829	-0.826	1.57	-0.826
"170"	"MAT2A"	"P31153"	0.862296120047173	0.240814845077742	0.921075179754798	0.312399413966247	0.785407035882926	0.206071085344063	0.937	0.646	0.882	1	0.562	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.246	1.7	-0.14	1.46	-0.386	-1.84	0.452	0.206	-1.25	0.592
"171"	"MATR3"	"P43243"	0.00124059707036556	0.999999999999997	0.000333658367062122	0.00124059707036555	0.512244945700579	0.00033365836706212	0.406	0.88	0.204	1	0.36	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	-3.91	3.55e-15	-4.56	3.91	-0.655	-4.56	-2.12	1.79	-2.12	2.44
"172"	"MCM5"	"P33992"	0.824767938113073	0.205435083020012	0.625413566731462	0.142472399518933	0.788444176025936	0.0888621607945591	0.935	0.608	0.862	1	0.564	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.287	-1.69	0.635	-1.98	0.348	2.32	-0.192	-0.479	1.5	-0.827
"173"	"MCM7"	"P33993"	0.349992845806253	0.0661853816038685	0.170856691856363	0.0102387909144319	0.641472913325431	0.00394279795991566	0.909	0.308	0.789	1	0.468	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1.29	-2.66	1.93	-3.96	0.637	4.59	0.14	-1.15	2.8	-1.79
"174"	"MIOS"	"Q9NXC5"	0.300405020499476	0.366839791301226	0.134858295321868	0.0640946469325177	0.617604856717139	0.0243450211748194	0.903	0.736	0.773	1	0.45	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1.63	-1.41	2.4	-3.04	0.772	3.81	0.653	-0.972	2.06	-1.74
"175"	"MLF2"	"Q15773"	0.0388107500430165	0.13841004154276	0.0235962012776919	0.491951084800655	0.800014025917935	0.351354091882817	0.8	0.505	0.628	1	0.57	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	2.84	1.96	3.16	-0.88	0.322	1.2	1.99	-0.849	0.031	-1.17
"176"	"MRPS23"	"Q9Y3D9"	0.0782491128012305	0.58785023504262	0.220020622504189	0.0276583534058286	0.548857917614574	0.0870579168236118	0.844	0.816	0.805	1	0.393	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	-1.93	0.565	-1.31	2.5	0.625	-1.87	-0.668	1.26	-1.23	0.638
"177"	"MVB12A"	"Q96EY5"	0.00595108589667539	0.729116093536846	0.024144584410149	0.00292748534283412	0.492182178375239	0.0120320141802631	0.622	0.845	0.63	1	0.341	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	2.69	-0.294	2.1	-2.98	-0.588	2.4	1.12	-1.57	1.42	-0.978
"178"	"NAP1L1"	"P55209-3"	0.000149367931370454	0.999999999999997	0.00176385005310163	0.000149367931370453	0.223231121017418	0.00176385005310162	0.137	0.88	0.357	1	0.104	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	-5.17	3.55e-15	-3.88	5.17	1.29	-3.88	-2.26	2.91	-2.26	1.62
"179"	"NDUFA7"	"O95182"	0.557538557422764	0.942789837191117	0.384748890790193	0.511314951634825	0.771412387790722	0.348314674931127	0.924	0.874	0.837	1	0.554	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	-0.501	0.0609	-0.748	0.562	-0.247	-0.809	-0.297	0.204	-0.358	0.451
"180"	"NDUFS2"	"O75306-2"	0.669479709051217	0.947886622243216	0.129803740534595	0.717319596989014	0.260510394327833	0.145167842300656	0.929	0.875	0.771	1	0.134	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.541	0.0826	2	-0.458	1.45	1.91	0.655	0.114	0.572	-1.34
"181"	"NDUFS3"	"O75489"	0.835642829638168	0.120064569641447	0.188720430011443	0.170872314067521	0.261563032444705	0.788771797079026	0.936	0.466	0.795	1	0.135	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.0934	0.731	0.61	0.637	0.517	-0.121	0.359	0.265	-0.372	-0.251
"182"	"NET1"	"Q7Z628-2"	0.330336649433731	0.592720854241153	0.963468586605996	0.141816995143693	0.352468464335361	0.561955425209588	0.907	0.817	0.884	1	0.206	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	-2.57	1.4	-0.119	3.97	2.45	-1.51	-0.323	2.25	-1.72	-0.205
"183"	"NGRN"	"Q9NPE2-3"	0.720473071602085	0.650938275869342	0.230539367347498	0.42176015686058	0.389571755735061	0.108012369665041	0.932	0.83	0.808	1	0.24	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.679	-0.86	2.33	-1.54	1.65	3.19	0.537	-0.142	1.4	-1.79
"184"	"NONO"	"Q15233-2"	0.000926126594590284	0.781252055096851	0.0184308703094042	0.00162325173073663	0.155860559353034	0.031980674598584	0.363	0.853	0.602	1	0.057	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	-2.85	-0.194	-1.82	2.65	1.03	-1.63	-1.21	1.63	-1.02	0.605
"185"	"NPM1"	"P06748-2"	0.00140166391130342	0.4833407649935	0.013967803724973	0.00592655077582713	0.26960013799501	0.0560151049355393	0.424	0.785	0.573	1	0.141	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	-5.06	-0.922	-3.58	4.13	1.47	-2.66	-2.39	2.67	-1.47	1.19
"186"	"NUDT16L1"	"Q9BRJ7"	0.564465987304792	0.596138023303994	0.876494226912948	0.962492648719002	0.46651290586129	0.494998403405678	0.924	0.818	0.879	1	0.317	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	-0.852	-0.783	0.229	0.0691	1.08	1.01	-0.352	0.5	0.431	-0.58
"187"	"PABPC1"	"P11940"	0.022902206059496	0.860749963602536	0.0274477906001779	0.0323764686047949	0.927153325114867	0.0386837294238818	0.76	0.864	0.643	1	0.631	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	-3.05	-0.214	-2.94	2.84	0.111	-2.73	-1.55	1.5	-1.34	1.39
"188"	"PAICS"	"P22234"	0.213749213253563	0.0217437342195034	0.0863341959972681	0.00161693273008699	0.597166046137132	0.00055683987024758	0.891	0.102	0.741	1	0.434	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.641	-1.27	0.907	-1.91	0.266	2.17	0.07	-0.571	1.34	-0.837
"189"	"PCBP1"	"Q15365"	0.309348991240628	0.839228753806351	0.401406605085521	0.410719635651618	0.852596238367256	0.520855730419021	0.905	0.862	0.839	1	0.598	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1.11	0.217	0.908	-0.889	-0.199	0.691	0.558	-0.549	0.341	-0.35
"190"	"PCBP2"	"Q15366-6"	0.0616846671947854	0.0207383172449702	0.00665344582103994	0.576526076524027	0.271778503569196	0.576497171770618	0.83	0.0979	0.488	1	0.143	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	2.09	2.68	3.26	0.588	1.18	0.588	2.01	-0.0805	-0.669	-1.26
"191"	"PCMTD2"	"Q9NV79-2"	0.787977879580103	0.284522792672044	0.27660002540624	0.186991789089296	0.405516280867974	0.0412125104899174	0.934	0.684	0.819	1	0.256	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.279	-1.13	1.15	-1.41	0.872	2.28	0.0746	-0.204	1.21	-1.08
"192"	"PGAM5"	"Q96HS1-2"	0.211989906517661	0.44800519969645	0.0878054149435378	0.0552649784829742	0.607139867355795	0.0201901400772965	0.89	0.773	0.743	1	0.442	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1.33	-0.795	1.87	-2.13	0.536	2.66	0.601	-0.731	1.4	-1.27
"193"	"PHB"	"P35232"	0.758916845918498	0.0546171336839891	0.260538603134631	0.0301813379021782	0.404689485264754	0.00550640248047277	0.933	0.262	0.815	1	0.255	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.247	-1.65	0.923	-1.9	0.677	2.57	-0.12	-0.366	1.53	-1.04
"194"	"PHGDH"	"O43175"	0.352403534957215	0.337875352921064	0.130368636985188	0.0706814315135104	0.53002509489812	0.0208337279255576	0.909	0.72	0.771	1	0.376	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1.1	-1.13	1.83	-2.23	0.735	2.96	0.449	-0.648	1.58	-1.38
"195"	"PKM"	"P14618"	0.869793653201075	0.0443261771292914	0.710176377684027	0.0605162907105645	0.834931472430276	0.0888778733897172	0.937	0.216	0.869	1	0.589	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	-0.254	-3.36	-0.578	-3.11	-0.323	2.78	-1.05	-0.794	2.31	-0.47
"196"	"PL02424"	"PL02424"	0.688414615846105	0.266933165468605	0.324697866397347	0.467779632096764	0.55099553857666	0.894280796994138	0.93	0.67	0.828	1	0.395	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	-0.779	-2.2	-1.94	-1.42	-1.16	0.257	-1.23	-0.451	0.968	0.711
"197"	"PL03424"	"PL03424"	0.170386060384605	0.290183780540653	0.245743393648934	0.734946153349674	0.818907097831351	0.912360685547599	0.881	0.688	0.812	1	0.58	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.912	0.694	0.765	-0.218	-0.147	0.0708	0.593	-0.319	-0.101	-0.172
"198"	"PL03547"	"PL03547"	0.0671202800366539	0.193584805923101	0.247504230095429	0.546930766942132	0.450672039877339	0.876276417068571	0.835	0.593	0.812	1	0.301	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	4.98	3.43	3.03	-1.55	-1.95	-0.399	2.86	-2.12	-0.57	-0.171
"199"	"PLEC"	"Q15149-4"	0.72981951793247	0.385883199487456	0.694357255195375	0.596000638260827	0.961769966470531	0.629177636461071	0.932	0.746	0.868	1	0.645	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	-0.432	-1.1	-0.491	-0.665	-0.0598	0.605	-0.505	-0.0732	0.591	-0.0134
"200"	"PPIB"	"P23284"	0.0982876101184987	0.0676793119082122	0.302421716071313	0.838017693171956	0.4959823284241	0.379520173386559	0.856	0.313	0.824	1	0.345	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	-1.97	-2.2	-1.19	-0.232	0.777	1.01	-1.34	0.628	0.86	-0.149
"201"	"PPP1CA"	"P62136"	0.385462878915945	0.779937919638046	0.972283315153671	0.551084260831586	0.404022607734519	0.806624373257112	0.912	0.853	0.884	1	0.254	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	-1.02	-0.323	-0.0401	0.692	0.975	0.283	-0.345	0.671	-0.0217	-0.304
"202"	"PRDX1"	"PRDX1_HUMAN"	0.46535345277289	0.464919338487689	0.337524862712276	0.155108714280785	0.812043773086463	0.102738246736788	0.918	0.779	0.83	1	0.577	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	-1.13	1.13	-1.5	2.27	-0.366	-2.63	-0.374	0.758	-1.51	1.12
"203"	"PRMT1"	"Q99873-3"	0.149763766277749	0.100950618064509	0.149763766277749	0.00538812355830035	1	0.00538812355830035	0.876	0.419	0.781	1	0.66	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1.3	-1.5	1.3	-2.8	0	2.8	0.276	-1.03	1.78	-1.03
"204"	"PS01526"	"PS01526"	0.24378532759171	0.0212323576803706	0.532385056948218	0.191478692196445	0.57368293080071	0.0714475853810877	0.896	0.1	0.854	1	0.414	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	-3.08	-6.56	-1.62	-3.48	1.46	4.94	-2.82	0.267	3.75	-1.19
"205"	"PSME1"	"Q06323"	0.0350445521717943	0.866355508627766	0.01368503343711	0.0251756432808448	0.637631378109325	0.00972731341086834	0.793	0.865	0.571	1	0.465	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	2.68	-0.197	3.23	-2.88	0.554	3.43	1.43	-1.25	1.63	-1.8
"206"	"PTBP1"	"P26599"	0.00107880326059994	0.999999999999996	6.27219036948256e-05	0.00107880326059993	0.155802523140564	6.27219036948253e-05	0.386	0.88	0.0858	1	0.0569	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	-2.92	3.55e-15	-3.99	2.92	-1.07	-3.99	-1.73	1.19	-1.73	2.26
"207"	"PUF60"	"Q9UHX1-4"	0.318575657814625	0.561670017416221	0.562274634380742	0.125425215612491	0.666421701671827	0.254393204784614	0.906	0.809	0.857	1	0.486	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1.42	-0.819	0.818	-2.24	-0.607	1.64	0.356	-1.07	1.17	-0.462
"208"	"PYGB"	"P11216"	0.24271869518078	0.0202110706812902	0.0201200226944133	0.0017699484723754	0.184112820392528	0.000119344227812256	0.896	0.0955	0.612	1	0.0727	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1.34	-2.88	2.88	-4.22	1.54	5.75	0.336	-1.01	3.21	-2.54
"209"	"PYGL"	"P06737-2"	0.514941841056355	0.825722599396174	0.0784565220530495	0.387157087065636	0.239480398098424	0.0520008471387972	0.921	0.86	0.734	1	0.117	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1.02	-0.343	2.89	-1.36	1.87	3.24	0.893	-0.127	1.24	-2
"210"	"Q5SQH8-4"	"Q5SQH8-4"	0.833081174592814	0.309557017377002	0.984063634010452	0.415317195840987	0.848666479759977	0.318649387124936	0.936	0.702	0.885	1	0.596	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	-0.549	-2.7	-0.052	-2.15	0.497	2.64	-0.824	-0.275	1.87	-0.772
"211"	"Q9ULI2-2"	"Q9ULI2-2"	0.191786538944787	0.102521419272179	0.984919531986477	0.713645963020031	0.185988384911377	0.0991246239136782	0.886	0.423	0.885	1	0.0738	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	-2.92	-3.71	0.0409	-0.797	2.96	3.75	-1.65	1.27	2.07	-1.69
"212"	"RAN"	"P62826"	0.306813125242352	0.512789583523829	0.987408238926148	0.703315654205544	0.313934858122377	0.522777540461071	0.904	0.795	0.885	1	0.177	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	-1.33	-0.843	-0.0202	0.488	1.31	0.823	-0.549	0.782	0.294	-0.528
"213"	"RBM14"	"Q96PK6"	0.680835898471515	0.853460999766396	0.972905427511641	0.552769790987271	0.705697015043319	0.826965586961923	0.93	0.863	0.884	1	0.513	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.55	-0.246	0.0453	-0.796	-0.505	0.292	0.0872	-0.463	0.334	0.0419
"214"	"RBM7"	"Q9Y580"	0.296072056525132	0.365851466256054	0.260081102584627	0.0626930624275821	0.930976411344429	0.0532585846334081	0.903	0.736	0.815	1	0.633	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.839	-0.723	0.907	-1.56	0.0682	1.63	0.256	-0.583	0.979	-0.651
"215"	"RBMX"	"P38159"	0.000233210949473916	0.0230965559288325	0.000435124369849839	0.0352503737164724	0.749561351921473	0.0648920100201422	0.182	0.108	0.229	1	0.541	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	-5.83	-3.05	-5.44	2.79	0.39	-2.4	-3.58	2.25	-0.533	1.86
"216"	"RBX1"	"P62877"	0.101203258951611	0.382558426049425	0.17721811652667	0.0186538208510667	0.744373528369591	0.0355784215047336	0.857	0.744	0.791	1	0.538	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1.19	-0.61	0.961	-1.8	-0.225	1.57	0.384	-0.802	0.994	-0.577
"217"	"RPL10"	"P27635"	0.843049215686043	0.243223658659958	0.658692143432812	0.177362681123785	0.806553410303205	0.116982805158856	0.936	0.648	0.865	1	0.574	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.281	-1.69	0.628	-1.97	0.347	2.32	-0.196	-0.477	1.5	-0.824
"218"	"RPL11"	"RPL11_GFP"	0.260991834921083	0.977722945425689	0.586743538324589	0.250103197536869	0.105784919862509	0.605815132401966	0.898	0.878	0.859	1	0.03	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	-0.393	0.00954	0.187	0.403	0.58	0.177	-0.0492	0.344	-0.0587	-0.236
"219"	"RPL12"	"P30050"	0.441218971132926	0.678345797240934	0.878599255099674	0.243858938882741	0.359045353594695	0.792650160674593	0.917	0.835	0.879	1	0.211	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	-0.356	0.19	0.0698	0.546	0.425	-0.12	-0.0239	0.332	-0.214	-0.0937
"220"	"RPL13"	"P26373"	0.837333234860798	0.0779423612607964	0.116907229883703	0.112743646008083	0.166008776272336	0.821257757013078	0.936	0.349	0.764	1	0.0619	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	-0.331	-3	-2.64	-2.67	-2.31	0.364	-1.49	-1.16	1.51	1.15
"221"	"RPL13A"	"P40429"	0.242553893022976	0.0847630014559402	0.243160249254535	0.00811899208172416	0.998709536640106	0.00814580556238799	0.896	0.372	0.811	1	0.659	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.921	-1.4	0.92	-2.32	-0.00124	2.32	0.11	-0.811	1.51	-0.809
